189,2,1.66,1.73,1.43,2.96
190,1,1.04,2.02,3.13,8.77
191,4,1.03,1.87,4.26,1.06
192,1,1.18,100.01,9.62,1.05
193,1,1.20,1.31,1.07,1.12
194,2,1.90,1.12,1.83,3.56
195,4,3.46,1.32,1.31,9.17
196,4,1.30,1.06,1.36,1.77
197,1,3.13,1.12,4.65,10.20
198,2,3.14,1.25,2.05,1.62
199,2,2.01,7.87,5.85,1.24
200,4,1.20,2.46,1.14,5.49
201,4,1.46,3.13,1.19,2.39
202,3,1.46,11.24,1.11,3.79
203,1,1.09,1.21,3.68,4.67
204,1,1.98,6.33,1.56,2.45
205,1,5.15,1.15,2.59,3.15
206,1,1.64,2.71,6.71,2.16
207,4,2.10,2.02,9.09,1.20
208,4,8.33,1.70,3.26,1.20
209,2,3.02,1.40,11.36,26.32
210,2,1.38,3.82,2.01,3.45
211,3,6.25,10.53,2.39,1.52
212,3,1.75,1.62,1.54,2.40
213,2,5.59,1.71,2.21,2.87
214,1,1.29,1.14,2.06,1.83
215,1,9.71,1.57,4.88,2.16
216,2,1.69,1.09,6.49,1.16
217,4,1.39,1.47,5.26,1.03
218,1,1.54,1.60,2.33,1.73
219,2,4.57,3.76,1.12,1.26
220,4,1.11,1.05,15.38,1.14
221,3,1.04,3.27,6.80,1.80
222,1,1.01,2.04,1.38,8.62
223,3,2.44,1.90,3.55,7.81
224,3,1.04,1.04,5.56,5.99
225,1,1.39,1.11,3.21,1.13
226,3,4.72,1.65,8.55,29.41
227,3,20.83,1.46,3.06,1.09
228,2,2.95,1.85,1.59,1.08
229,2,1.10,5.35,1.68,1.58
230,2,12.35,1.20,4.44,3.28
231,4,1.08,7.58,2.46,3.79
232,1,2.73,1.79,1.05,1.75
233,3,3.33,1.69,1.56,1.86
234,2,1.22,1.88,1.93,4.46
235,3,1.17,1.61,1.66,2.04
236,3,41.67,1.86,1.33,1.25
237,4,3.55,9.17,1.12,1.02
238,4,1.79,1.97,2.33,1.03
239,3,1.13,2.11,1.37,2.49
240,1,1.13,1.22,1.30,1.24
241,2,1.05,1.53,1.47,27.78
242,1,1.04,6.25,1.02,21.28
243,3,1.48,1.02,3.80,1.16
244,4,2.86,1.32,3.51,2.46
245,3,1.04,12.66,3.22,3.55
246,1,3.45,2.67,5.85,1.46
247,2,1.94,1.58,1.82,2.81
248,2,2.70,1.05,58.82,1.62
249,2,2.74,1.36,2.27,1.14
250,3,5.01,2.21,2.09,3.86
251,3,27.03,4.57,1.20,1.17
252,2,90.91,8.85,1.29,4.78
253,3,1.40,5.15,3.14,27.03
254,4,2.02,1.94,1.04,1.26
255,1,1.52,2.09,1.11,1.19
256,3,2.06,3.39,3.34,1.60
257,4,2.37,1.52,3.21,2.46
258,3,2.43,1.12,3.29,3.57
259,1,2.79,1.98,11.76,5.46
260,2,2.72,3.39,2.11,2.03
261,1,2.20,34.48,1.44,1.36
262,3,2.96,3.77,90.91,1.59
263,1,7.87,10.53,2.02,1.16
264,3,4.35,1.11,4.88,3.92
265,4,10.75,1.49,45.45,1.20
266,4,3.52,2.35,1.23,15.63
267,4,1.23,1.03,2.80,1.95
268,2,1.45,1.03,3.33,1.48
269,4,1.86,7.35,1.14,2.21
270,3,1.06,2.35,2.84,25.01
271,2,4.05,1.06,1.15,1.91
272,3,1.47,1.84,1.44,1.89
273,3,1.21,8.70,4.05,2.61
274,3,31.25,1.06,1.07,1.55
275,4,2.17,1.34,1.09,17.24
276,2,3.66,2.87,2.34,1.51
277,3,1.45,1.61,4.78,1.27
278,3,1.75,6.33,3.62,6.85
279,1,1.29,7.87,5.88,1.45
280,1,1.27,1.21,1.13,2.59
281,4,500.01,6.17,1.35,3.09
282,4,1.58,1.37,1.34,4.61
283,2,1.44,2.15,1.96,1.45
284,2,1.05,5.85,1.14,2.08
285,1,6.02,2.56,3.89,1.71
286,4,1.14,1.36,1.19,1.41
287,2,1.18,8.47,15.15,5.08
288,2,1.07,1.05,3.38,1.38
289,1,2.82,1.78,1.23,1.68
290,1,1.65,1.40,14.71,1.68
291,1,1.01,1.14,2.47,1.42
292,2,12.20,1.38,1.25,1.70
293,4,4.90,2.62,9.71,7.46
294,4,1.39,5.08,3.03,1.67
295,3,12.20,1.04,1.30,1.12
296,3,1.81,1.06,1.27,1.17
297,4,1.51,2.03,1.14,83.33
298,1,2.66,1.63,1.83,21.28
299,1,2.28,1.39,2.80,2.50
300,4,1.45,1.23,8.62,1.75
301,2,1.92,2.84,1.32,5.56
302,1,3.14,1.48,1.03,3.10
303,3,1.22,1.23,1.55,2.40
304,3,1.82,45.45,1.34,3.13
305,4,1.53,9.52,1.33,16.39
306,4,1.06,1.52,2.01,1.52
307,4,6.71,2.87,5.35,7.30
308,3,4.61,1.67,1.25,3.05
309,4,1.94,1.63,4.88,1.38
310,1,1.17,1.31,2.18,5.62
311,1,2.12,1.24,2.75,1.02
312,4,1.23,1.95,3.61,19.61
313,1,18.18,1.36,1.01,14.71
314,1,1.35,1.52,1.30,1.24
315,4,1.64,29.41,1.34,1.47
316,1,1.31,1.28,1.07,1.80
317,3,1.05,2.88,1.22,1.56
318,2,1.02,1.19,1.11,1.04
319,2,1.52,2.35,9.09,5.88
320,2,3.08,2.43,2.07,1.53
321,3,1.04,1.28,2.54,10.99
322,1,1.13,1.80,1.20,4.24
323,4,1.25,1.17,1.09,3.17
324,3,1.36,2.46,1.28,5.41
325,2,1.28,1.14,9.71,1.58
326,3,3.89,1.72,1.10,3.77
327,1,1.69,2.15,83.33,1.30
328,3,1.08,1.11,1.45,1.01
329,1,1.04,2.77,7.46,2.10
330,1,1.27,19.23,1.20,1.01
331,4,2.54,1.09,8.26,24.39
332,1,5.75,1.80,2.31,1.53
333,1,5.15,1.37,1.55,8.33
334,3,1.21,4.02,18.87,1.61
335,2,1.77,2.74,5.75,1.10
336,3,1.10,5.35,2.99,1.29
337,3,3.98,1.03,1.50,1.21
338,3,1.03,1.70,22.73,1.68
339,1,1.49,2.12,2.50,1.14
340,1,3.04,4.78,1.94,8.26
341,2,1.01,2.96,5.78,1.79
342,2,2.18,1.79,1.38,13.51
343,4,1.02,1.09,2.60,1.29
344,3,1.22,2.60,3.88,1.06
345,4,1.06,2.03,1.38,1.44
346,2,3.40,1.32,1.70,3.97
347,4,1.53,1.64,9.62,1.26
348,4,2.17,1.51,1.02,5.26
349,3,3.36,4.15,2.24,1.23
350,1,6.62,1.18,1.26,3.19
351,4,1.15,2.77,4.78,7.63
352,4,1.13,2.69,1.41,7.87
353,4,1.24,6.94,1.40,66.67
354,3,1.45,2.24,1.01,4.31
355,3,5.95,4.03,1.53,2.04
356,3,3.30,2.54,1.49,1.48
357,4,3.32,1.90,1.43,1.95
358,4,1.82,24.39,1.99,4.48
359,1,2.98,6.76,1.25,25.01
360,2,1.26,1.23,1.27,2.33
361,3,1.04,52.63,1.31,1.25
362,3,1.04,1.28,1.13,4.44
363,3,1.58,1.13,2.58,2.46
364,2,43.48,1.72,1.08,1.11
365,1,4.07,2.31,1.52,2.20
366,3,1.65,4.17,2.18,1.30
367,2,1.71,1.58,2.18,1.51
368,2,2.61,1.49,8.85,9.43
369,4,1.77,1.43,1.30,1.12
370,4,4.37,9.17,13.51,2.13
371,3,2.15,4.01,1.25,1.98
372,4,2.38,1000.01,3.42,24.39
373,2,2.81,1.80,1.27,6.37
374,2,1.08,2.36,1.24,38.46
375,2,1.44,1.04,15.87,1.29
376,2,1.76,1.11,76.92,1.14
377,1,4.98,18.18,1.46,1.89
378,2,5.59,1.71,1.14,1.02
379,2,2.64,3.64,1.90,1.62
380,1,2.51,1.23,1.91,1.31
381,4,2.81,3.73,1.66,1.65
382,3,1.93,3.88,12.99,1.46
383,1,3.98,1.20,2.16,1.23
384,4,2.21,10.75,3.52,1.51
385,3,2.66,26.32,3.42,50.01
386,3,2.28,6.80,2.16,1.41
387,3,1.65,9.90,5.88,2.07
388,2,2.34,1.34,1.21,2.94
389,1,1.65,1.19,1.20,1.75
390,3,13.70,2.75,1.47,1.05
391,1,1.02,3.60,2.62,5.78
392,3,1.10,1.27,3.24,1.38
393,1,1.06,2.53,2.05,11.36
394,4,8.70,2.29,4.35,5.65
395,1,1.69,2.35,15.87,200.01
396,2,1.75,1.02,1.63,2.23
397,1,1.35,1.95,1.08,8.33
398,4,1.14,1.53,1.20,2.01
399,4,10.20,2.05,3.15,1.60
400,4,1.61,2.58,1.26,1.49
401,2,1.90,1.15,2.47,1.13
402,1,1.63,1.68,2.56,9.01
403,4,18.18,1.28,3.70,6.49
404,3,4.10,8.47,3.01,4.72
405,1,3.23,1.04,11.36,1.28
406,4,11.63,2.02,1.76,3.72
407,3,1.03,1.13,1.20,3.33
408,1,1.74,5.81,2.23,6.02
409,2,4.76,1.35,4.10,1.03
410,2,2.99,5.49,2.92,1.06
411,1,3.52,4.59,1.11,3.51
412,1,1.14,2.49,1.64,2.98
413,3,1.06,1.44,1.45,1.81
414,1,1.58,1.01,1.25,3.19
415,2,1.89,2.50,2.04,2.33
416,4,2.67,12.35,1.26,2.16
417,1,2.85,1.11,10.87,1.38
418,2,1.16,1.27,1.68,4.95
419,3,3.01,18.87,21.74,1.46
420,2,1.19,1.65,1.26,8.33
421,4,47.62,3.01,1.62,1.26
422,2,5.26,1.19,1.14,1.39
423,2,2.60,1.23,1.89,1.04
424,4,1.86,5.01,1.19,1.15
425,1,12.35,1.36,1.15,14.49
426,4,1.43,2.95,32.26,7.94
427,4,6.13,2.81,1.64,2.58
428,4,1.72,4.01,2.47,2.13
429,3,3.44,2.20,1.24,3.50
430,1,1.03,3.24,1.01,3.21
431,2,1.01,1.10,2.84,1.55
432,1,2.64,1.01,1.23,9.62
433,4,1.74,1.05,7.69,5.43
434,2,9.43,1.20,6.71,3.79
435,1,8.20,3.36,1.12,1.48
436,1,7.30,4.12,20.41,3.52
437,2,1.72,1.83,1.17,12.05
438,3,3.29,1.01,1.13,1.41
439,1,2.04,2.41,3.89,1.94
440,2,33.33,4.61,32.26,4.35
441,2,19.61,4.33,1.09,1.20
442,2,6.29,1.21,1.34,3.15
443,2,2.21,2.10,1.03,1.72
444,1,2.75,10.53,1.13,1.07
445,4,1.18,1.37,1.58,1.21
446,3,10.99,1.07,1.28,1.81
447,4,1.27,1.60,1.37,1.72
448,1,1.36,1.42,1.14,1.76
449,1,1.62,1.48,5.56,1.24
450,4,2.20,1.01,37.04,1.87
451,4,1.74,7.75,1.25,1.21
452,4,4.90,3.26,2.30,1.49
453,1,1.01,10.99,1.35,13.51
454,3,1.53,1.07,3.18,7.35
455,1,2.02,3.36,1.52,1.20
456,1,5.49,8.26,1.18,1.16
457,3,1.56,2.07,2.02,1.59
458,1,1.52,14.49,15.38,1.34
459,4,2.28,2.87,1.06,1.43
460,4,4.90,4.93,1.65,1.72
461,4,1.03,2.81,1.47,1.10
462,3,1.14,3.01,2.79,1.02
463,3,1.17,1.49,1.29,1.08
464,1,1.62,1.30,1.42,9.90
465,1,1.56,1.23,3.28,3.73
466,4,3.47,1.47,83.33,4.61
467,4,2.24,1.79,1.53,1.82
468,2,2.60,7.52,1.06,6.25
469,4,1.34,1.06,1.51,2.91
470,3,1.17,2.46,1.02,1.94
471,2,1.03,1.02,1.75,2.69
472,3,1.37,21.28,5.35,3.41
473,4,17.54,1.39,2.07,6.10
474,3,2.51,25.01,1.05,3.85
475,4,3.88,1.53,19.23,2.51
476,4,1.43,22.73,2.07,1.11
477,2,71.43,1.33,2.12,1.68
478,1,1.43,2.61,2.13,2.42
479,3,2.17,3.41,1.10,3.21
480,3,12.05,1.64,1.70,1.25
481,2,3.66,3.91,2.09,1.46
482,2,1.11,25.64,1.56,2.11
483,3,11.36,2.19,1.83,1.28
484,3,4.05,5.46,1.84,37.04
485,1,8.55,1.20,22.73,76.92
486,3,1.02,2.40,4.78,1.61
487,4,1.49,3.69,2.70,1.05
488,4,8.33,1.47,2.79,1.16
489,3,1.59,1.97,4.02,1.10
490,3,1.44,3.25,2.46,1.51
491,1,3.32,1.73,2.31,2.40
492,1,12.50,1.08,1.29,1.62
493,3,5.68,2.11,2.16,1.88
494,4,1.62,33.33,2.07,1.27
495,2,1.64,1.09,10.01,1.04
496,1,2.74,2.65,8.01,1.06
497,2,3.07,2.39,1.31,2.16
498,4,1.08,1.47,1.29,1.54
499,3,1.06,1.95,1.10,6.02
500,3,1.06,1.34,1.48,2.38
501,2,4.03,1.01,1.39,3.40
502,1,3.77,2.90,10.53,1.17
503,4,1.57,142.86,1.28,1.36
504,2,1.10,1.29,3.44,1.87
505,4,4.26,1.01,2.95,2.25
506,3,1.16,1.35,1.77,1.18
507,2,6.67,10.42,1.02,2.92
508,1,1.39,2.09,1.09,5.99
509,2,12.99,1.12,90.91,1.75
510,4,2.15,2.87,1.08,4.37
511,4,1.14,1.46,1.31,200.01
512,1,5.62,1.83,1.70,1.12
513,4,1.01,4.02,2.39,1.56
514,4,1.68,13.16,1.54,1.16
515,2,13.89,1.72,3.13,10.10
516,2,1.07,5.01,1.11,6.02
517,3,1.40,1.74,1.57,2.53
518,4,6.10,2.04,8.77,2.04
519,1,2.63,3.73,3.77,2.75
520,3,2.75,2.87,11.36,2.43
521,4,5.99,3.09,2.60,1.12
522,1,1.02,1.18,3.08,8.93
523,2,2.67,1.05,1.14,2.26
524,4,1.16,1.79,7.52,11.76
525,3,10.10,3.86,1.32,1.30
526,3,9.71,2.79,7.52,1.43
527,3,1.79,2.53,1.78,1.49
528,1,1.07,1.01,2.70,6.67
529,2,1.43,1.17,17.86,5.85
530,2,3.83,3.19,1.18,28.57
531,1,1.21,1.94,1.35,1.82
532,3,1.14,1.33,7.19,4.67
533,4,1.71,2.33,1.15,2.11
534,2,2.48,1.06,1.08,3.04
535,2,1.74,10.87,1.31,1.07
536,2,1.19,1.21,1.07,2.01
537,1,1.14,62.50,7.04,2.05
538,4,1.01,18.87,1.58,1.61
539,4,1.52,1.01,12.05,1.50
540,3,2.88,11.24,3.28,2.01
541,3,2.83,2.51,1.10,1.57
542,3,1.29,1.67,1.39,1.46
543,2,3.92,2.06,1.01,1.16
544,2,1.16,1.59,1.45,2.01
545,3,1.28,1.40,1.88,90.91
546,4,2.74,333.33,7.94,1.31
547,2,1.08,71.43,16.95,1.14
548,1,1.19,2.79,8.26,4.18
549,4,2.08,5.18,1.76,4.98
550,2,1.69,5.78,1.42,31.25
551,2,4.72,3.14,7.58,1.32
552,4,3.68,1.12,1.53,2.10
553,2,1.69,33.33,2.92,1.25
554,3,2.69,1.83,4.61,2.61
555,2,1.05,1.07,1.09,2.79
556,1,12.66,2.43,3.03,5.01
557,1,6.21,1.92,1.09,1.90
558,2,1.03,7.09,2.38,2.10
559,1,7.19,1.72,1.37,2.56
560,1,1.15,1.22,2.71,1.07
561,2,4.90,7.94,1.56,4.05
562,2,9.26,1.25,3.03,8.33
563,2,2.28,1.28,1.24,2.14
564,2,3.22,3.05,1.83,6.10
565,2,1.72,12.50,1.36,1.42
566,4,1.29,1.21,3.13,4.42
567,2,2.34,2.40,3.31,1.01
568,1,2.05,1.56,6.41,1.08
569,4,1.04,1.10,6.67,1.10
570,1,2.08,1.21,1.98,1.42
571,3,1.02,1.61,1.43,8.33
572,3,3.72,21.74,1.56,2.23
573,3,3.15,1.55,2.34,4.35
574,1,1.07,11.90,29.41,2.06
575,1,1.12,7.41,5.49,2.66
576,1,24.39,1.03,3.56,4.93
577,2,1.03,1.16,1.60,6.25
578,2,1.39,1.11,1.04,1.04
579,1,1.17,4.50,20.01,1.28
580,4,1.22,1.17,1.10,6.80
581,4,1.06,1.06,333.33,2.46
582,2,1.38,2.48,9.17,1.01
583,4,1.01,2.26,1.04,1.11
584,3,1.49,1.04,3.19,2.73
585,2,1.20,1.37,2.19,1.04
586,2,3.11,1.24,6.33,3.60
587,1,3.46,1.37,1.01,7.46
588,4,1.20,6.41,4.17,8.20
589,2,1.40,2.38,1.92,4.10
590,1,1.76,1.04,3.28,2.74
591,2,1.16,1.66,1.30,125.01
592,2,4.67,2.65,1.11,6.29
593,2,1.16,8.77,16.13,1.90
594,3,1.09,1.23,2.61,1.56
595,2,3.46,3.31,4.29,5.56
596,1,2.52,2.24,7.81,1.23
597,3,38.46,7.94,1.71,5.88
598,2,2.46,2.88,1.24,3.66
599,2,20.41,6.29,3.46,71.43
600,4,1.46,1.99,5.81,4.46
601,4,1.34,2.59,1.47,2.51
602,1,4.22,1.42,1.66,2.82
603,4,1.46,1.71,3.31,4.88
604,4,6.94,1.03,1.53,1.22
605,3,16.39,1.48,3.07,1.61
606,4,1.11,1.59,1.74,23.81
607,2,1.13,1.56,1.53,2.84
608,4,5.43,1.48,1.01,27.03
609,1,3.57,1.34,3.30,1.24
610,1,5.62,58.82,4.81,1.18
611,3,1.24,2.97,1.19,66.67
612,3,1.25,14.29,17.24,1.63
613,4,1.01,1.09,1.56,1.52
614,4,1.36,1.62,1.33,2.14
615,2,14.71,1.18,5.62,1.30
616,3,2.42,1.78,1.02,1.45
617,4,1.88,21.74,31.25,1.35
618,3,23.26,1.52,3.19,1.32
619,1,1.11,1.08,1.17,3.18
620,3,9.71,9.52,4.90,1.21
621,2,3.85,3.11,1.24,1.31
622,3,3.83,2.04,4.22,3.16
623,2,1.14,1.03,4.08,7.35
624,2,15.38,4.48,34.48,1.49
625,3,1.26,2.81,12.50,2.80
626,3,1.12,7.87,1.27,8.13
627,4,10.75,1.79,4.63,8.33
628,3,4.13,1.13,5.92,1.39
629,2,3.69,8.93,1.63,2.47
630,4,1.94,1.53,1.19,6.02
631,3,2.82,1.90,1.49,1.17
632,3,16.95,4.31,1.01,1.31
633,3,1.86,16.39,3.36,1.75
634,4,2.53,38.46,5.05,3.13
635,2,2.38,2.02,3.73,1.47
636,4,25.01,2.89,1.04,2.51
637,2,1.81,1.01,1.71,1.03
638,4,1.96,1.48,1.32,2.34
639,3,3.68,1.60,2.69,1.27
640,2,1.23,1.12,1.06,2.98
641,4,1.51,2.58,6.58,1.64
642,4,3.75,9.80,6.45,8.06
643,3,1.06,1.30,1.32,3.42
644,2,9.71,1.13,1.26,2.94
645,4,83.33,3.48,16.39,1.64
646,2,2.76,10.20,2.01,125.01
647,3,1.08,1.36,1.15,2.95
648,3,1.48,2.89,7.52,1.10
649,2,12.82,1.17,9.01,13.16
650,4,3.95,1.67,4.57,30.30
651,3,1.88,1.21,1.18,2.75
652,2,3.01,37.04,2.10,1.51
653,2,2.82,5.62,1.29,1.77
654,1,1.27,1.45,1.89,1.77
655,4,1.21,3.48,1.34,1.07
656,1,2.81,4.63,52.63,9.35
657,4,1.18,1.19,1.47,1.75
658,1,55.56,1.11,5.56,11.76
659,3,11.36,10.10,1.42,1.79
660,2,1.90,1.31,2.34,1.17
661,3,1.15,19.23,1.02,1.61
662,4,1.01,2.28,1.78,4.65
663,3,2.17,6.71,1.37,3.56
664,3,1.41,4.31,1.04,16.13
665,1,1.12,1.60,2.92,4.22
666,4,1.07,1.85,1.21,9.80
667,1,5.38,1.44,1.75,1.16
668,3,2.65,1.06,1.44,1.29
669,4,2.94,1.39,1.05,1.15
670,1,2.04,1.06,1.22,1.08
671,3,8.77,1.01,1.70,1.43
672,1,2.62,1.19,4.20,1.21
673,1,1.31,8.55,2.39,2.95
674,3,3.56,1.87,1.10,8.01
675,2,1.57,8.01,2.72,1.38
676,1,2.56,3.38,1.47,2.04
677,2,5.41,1.30,1.10,1.23
678,1,3.77,1.25,3.89,1.43
679,3,3.86,1.51,2.72,1.12
680,1,4.31,8.20,2.83,2.03
681,3,10.31,2.85,2.73,1.19
682,3,11.49,1.10,9.43,1.26
683,4,2.79,4.67,2.30,3.75
684,4,1.03,1.41,1.63,1.02
685,3,2.99,1.05,1.39,4.27
686,1,2.34,3.88,16.67,1.01
687,4,1.33,3.53,1.47,2.11
688,1,2.82,3.79,1.27,3.50
689,4,1.12,1.01,5.52,1.94
690,3,1.06,6.80,35.71,3.52
691,4,1.01,2.07,1.21,5.52
692,1,1.06,2.60,2.50,2.25
693,2,7.94,1.19,1.29,2.01
694,3,3.07,11.76,4.13,1.24
695,4,1.40,2.34,3.48,1.42
696,3,3.56,2.24,1.67,2.77
697,2,17.54,1.75,11.49,1.04
698,2,2.18,1.56,1.92,2.65
699,4,1.19,2.53,5.21,1.02
